provinceID,x,y,province_r,province_g,province_b,owner_r,owner_g,owner_b,owner_name
province_2831,2370,574,137,69,172,168,28,7,Rome
province_2832,2802,494,137,70,50,159,163,165,Buyeo
province_2833,2752,1263,137,76,123,159,163,165,Buyeo
province_2834,1450,1419,137,88,68,159,163,165,Buyeo
province_2835,2954,991,137,91,217,43,89,104,Saba
province_2836,2327,514,137,114,83,168,28,7,Rome
province_2837,3943,582,137,123,58,156,85,61,Unknown27
province_2838,2849,709,137,126,115,168,28,7,Rome
province_2839,2645,591,137,126,154,168,28,7,Rome
province_2840,2818,2334,137,129,124,159,163,165,Buyeo
province_2841,4890,1302,137,143,253,159,163,165,Buyeo
province_2842,3545,860,137,145,87,159,163,165,Buyeo
province_2843,3275,588,137,149,224,65,190,187,Unknown4
province_2844,2452,418,137,151,243,159,163,165,Buyeo
province_2845,2315,503,137,152,184,168,28,7,Rome
province_2846,1385,152,137,159,123,159,163,165,Buyeo
province_2847,2615,1407,137,165,194,159,163,165,Buyeo
province_2848,2290,406,137,169,73,159,163,165,Buyeo
province_2849,2607,381,137,172,231,159,163,165,Buyeo
province_2850,2891,1418,137,177,150,159,163,165,Buyeo
province_2851,2829,1175,137,192,238,159,163,165,Buyeo
province_2852,3650,459,137,197,228,158,211,120,Unknown29
province_2853,3892,830,137,202,166,222,58,63,Eastern_Han_Empire
province_2854,2637,572,137,206,81,168,28,7,Rome
province_2855,2527,490,137,212,108,159,163,165,Buyeo
province_2856,3394,893,137,212,123,252,162,98,Unknown56
province_2857,3872,1241,137,231,79,159,163,165,Buyeo
province_2858,2487,1051,137,234,81,159,163,165,Buyeo
province_2859,1278,1417,137,234,174,159,163,165,Buyeo
province_2860,2354,719,137,237,134,159,163,165,Buyeo
province_2861,3013,1139,137,240,243,159,163,165,Buyeo
province_2862,1099,1009,137,249,101,96,163,52,Unknown9
province_2863,1015,983,138,57,148,101,80,158,Unknown10
province_2864,3950,1206,138,62,151,159,163,165,Buyeo
province_2865,2897,1027,138,66,149,20,125,175,Ethopia
province_2866,3769,890,138,73,124,222,58,63,Eastern_Han_Empire
province_2867,2814,700,138,74,165,168,28,7,Rome
province_2868,1521,1476,138,77,193,159,163,165,Buyeo
province_2869,2635,881,138,83,141,159,163,165,Buyeo
province_2870,2967,1132,138,84,129,159,163,165,Buyeo
province_2871,1177,1087,138,89,184,159,163,165,Buyeo
province_2872,1624,1796,138,92,134,159,163,165,Buyeo
province_2873,2800,387,138,92,225,159,163,165,Buyeo
province_2874,2297,396,138,99,169,159,163,165,Buyeo
province_2875,961,949,138,102,201,159,163,165,Buyeo
province_2876,1002,946,138,111,142,56,119,170,Unknown2
province_2877,2947,317,138,112,202,159,163,165,Buyeo
province_2878,2844,1241,138,118,69,159,163,165,Buyeo
province_2879,1266,731,138,134,154,159,163,165,Buyeo
province_2880,2403,482,138,136,52,168,28,7,Rome
province_2881,2628,505,138,139,100,159,163,165,Buyeo
province_2882,3260,828,138,150,225,65,190,187,Unknown4
province_2883,2417,1043,138,158,55,159,163,165,Buyeo
province_2884,1560,498,138,158,141,159,163,165,Buyeo
province_2885,3540,819,138,161,211,185,183,85,Unknown36
province_2886,3003,388,138,192,203,159,163,165,Buyeo
province_2887,2872,544,138,202,166,159,163,165,Buyeo
province_2888,2925,406,138,204,126,159,163,165,Buyeo
province_2889,1223,689,138,206,139,159,163,165,Buyeo
province_2890,2816,749,138,228,165,168,28,7,Rome
province_2891,3661,723,138,228,192,159,163,165,Buyeo
province_2892,2543,1333,138,232,97,159,163,165,Buyeo
province_2893,1689,271,138,235,102,159,163,165,Buyeo
province_2894,2564,529,138,240,142,168,28,7,Rome
province_2895,4292,1479,138,240,241,159,163,165,Buyeo
province_2896,3787,770,138,242,71,222,58,63,Eastern_Han_Empire
province_2897,3406,958,138,253,151,216,141,84,Satavahana
province_2898,3737,1235,138,253,152,99,142,47,Unknown_99_142_47
province_2899,1307,1427,138,254,138,159,163,165,Buyeo
province_2900,3296,899,139,68,142,125,125,195,Unknown14
province_2901,832,702,139,70,172,159,163,165,Buyeo
province_2902,3088,338,139,72,62,159,163,165,Buyeo
province_2903,3810,741,139,73,111,222,58,63,Eastern_Han_Empire
province_2904,2335,627,139,95,194,168,28,7,Rome
province_2905,2945,682,139,95,236,255,197,140,Persia_Clients
province_2906,1210,714,139,96,103,159,163,165,Buyeo
province_2907,4426,1308,139,105,185,159,163,165,Buyeo
province_2908,3574,852,139,108,201,159,163,165,Buyeo
province_2909,3852,783,139,122,55,222,58,63,Eastern_Han_Empire
province_2910,2934,653,139,133,181,168,28,7,Rome
province_2911,2679,1012,139,141,84,159,163,165,Buyeo
province_2912,4081,1306,139,142,105,159,163,165,Buyeo
province_2913,1252,1274,139,154,59,159,163,165,Buyeo
province_2914,2601,939,139,164,205,159,163,165,Buyeo
province_2915,2686,504,139,166,185,159,163,165,Buyeo
province_2916,3699,844,139,167,61,159,163,165,Buyeo
province_2917,3296,419,139,167,234,159,163,165,Buyeo
province_2918,1494,1476,139,169,222,159,163,165,Buyeo
province_2919,2939,664,139,170,103,255,197,140,Persia_Clients
province_2920,1438,1676,139,179,220,159,163,165,Buyeo
province_2921,4605,1842,139,182,162,159,163,165,Buyeo
province_2922,3527,394,139,183,179,159,163,165,Buyeo
province_2923,4152,1819,139,187,150,159,163,165,Buyeo
province_2924,1249,665,139,189,202,159,163,165,Buyeo
province_2925,3737,709,139,195,218,222,58,63,Eastern_Han_Empire
province_2926,1190,714,139,199,120,159,163,165,Buyeo
province_2927,2659,1403,139,200,92,159,163,165,Buyeo
province_2928,2196,266,139,203,79,159,163,165,Buyeo
province_2929,3780,1306,139,214,224,159,163,165,Buyeo
province_2930,3695,363,139,219,234,159,163,165,Buyeo
province_2931,2463,551,139,228,102,168,28,7,Rome
province_2932,3857,1377,139,233,166,159,163,165,Buyeo
province_2933,2963,1198,139,249,103,159,163,165,Buyeo
province_2934,844,557,139,251,126,159,163,165,Buyeo
province_2935,3864,744,140,55,78,222,58,63,Eastern_Han_Empire
province_2936,2511,469,140,61,235,159,163,165,Buyeo
province_2937,1990,660,140,70,221,159,163,165,Buyeo
province_2938,2356,1069,140,82,188,159,163,165,Buyeo
province_2939,3723,905,140,91,235,222,58,63,Eastern_Han_Empire
province_2940,3663,918,140,93,220,159,163,165,Buyeo
province_2941,2552,556,140,113,188,168,28,7,Rome
province_2942,3839,543,140,118,231,159,163,165,Buyeo
province_2943,2753,1684,140,128,207,159,163,165,Buyeo
province_2944,1854,1388,140,132,163,159,163,165,Buyeo
province_2945,3124,813,140,136,69,242,175,109,Persia
province_2946,2723,468,140,138,61,159,163,165,Buyeo
province_2947,1446,605,140,148,213,159,163,165,Buyeo
province_2948,1011,784,140,154,86,159,163,165,Buyeo
province_2949,1399,451,140,176,224,159,163,165,Buyeo
province_2950,3787,994,140,182,241,159,163,165,Buyeo
province_2951,2754,330,140,183,82,159,163,165,Buyeo
province_2952,1302,690,140,194,178,159,163,165,Buyeo
province_2953,1065,621,140,198,67,159,163,165,Buyeo
province_2954,1320,585,140,202,62,159,163,165,Buyeo
province_2955,3307,812,140,204,93,65,190,187,Unknown4
province_2956,2298,387,140,205,214,159,163,165,Buyeo
province_2957,1692,1595,140,212,182,159,163,165,Buyeo
province_2958,2657,300,140,216,159,159,163,165,Buyeo
province_2959,2236,809,140,221,108,159,163,165,Buyeo
province_2960,3780,1105,140,233,140,76,93,191,Fugan
province_2961,1350,897,140,238,99,159,163,165,Buyeo
province_2962,3003,1549,140,240,98,159,163,165,Buyeo
province_2963,1373,575,140,246,205,159,163,165,Buyeo
province_2964,2540,535,141,50,188,168,28,7,Rome
province_2965,1449,427,141,51,88,159,163,165,Buyeo
province_2966,4052,1485,141,69,208,159,163,165,Buyeo
province_2967,3639,431,141,70,242,159,163,165,Buyeo
province_2968,2592,1622,141,74,118,159,163,165,Buyeo
province_2969,2698,1284,141,75,130,159,163,165,Buyeo
province_2970,3792,904,141,82,189,222,58,63,Eastern_Han_Empire
province_2971,2520,605,141,92,50,168,28,7,Rome
province_2972,1358,649,141,99,247,159,163,165,Buyeo
province_2973,2350,1142,141,101,150,159,163,165,Buyeo
province_2974,3847,692,141,108,57,222,58,63,Eastern_Han_Empire
province_2975,2371,439,141,141,67,168,28,7,Rome
province_2976,2341,444,141,143,207,168,28,7,Rome
province_2977,3743,582,141,156,60,222,58,63,Eastern_Han_Empire
province_2978,3243,662,141,156,160,65,190,187,Unknown4
province_2979,2636,346,141,163,60,159,163,165,Buyeo
province_2980,2822,1515,141,168,162,159,163,165,Buyeo
province_2981,3411,830,141,174,254,73,116,129,Unknown6
province_2982,2495,564,141,184,89,168,28,7,Rome
province_2983,2696,1628,141,187,72,159,163,165,Buyeo
province_2984,1436,605,141,196,130,159,163,165,Buyeo
province_2985,3587,812,141,200,247,159,163,165,Buyeo
province_2986,3369,526,141,205,127,158,211,120,Unknown29
province_2987,2868,466,141,210,138,159,163,165,Buyeo
province_2988,3188,559,141,210,240,65,190,187,Unknown4
province_2989,2377,1158,141,215,251,159,163,165,Buyeo
province_2990,3523,848,141,218,82,157,101,216,Unknown28
province_2991,2593,210,141,220,158,159,163,165,Buyeo
province_2992,2516,445,141,224,180,159,163,165,Buyeo
province_2993,2518,416,141,238,216,159,163,165,Buyeo
province_2994,3157,770,141,241,68,255,197,140,Persia_Clients
province_2995,2323,670,141,251,220,168,28,7,Rome
province_2996,1151,602,142,57,185,159,163,165,Buyeo
province_2997,2466,411,142,76,66,159,163,165,Buyeo
province_2998,2831,1256,142,76,69,159,163,165,Buyeo
province_2999,1643,165,142,80,142,159,163,165,Buyeo
province_3000,4088,733,142,82,183,255,255,0,Japan
province_3001,3751,1064,142,91,232,159,163,165,Buyeo
province_3002,3793,429,142,92,69,159,163,165,Buyeo
province_3003,2313,708,142,94,81,168,28,7,Rome
province_3004,3354,780,142,99,199,65,190,187,Unknown4
province_3005,2483,476,142,99,247,159,163,165,Buyeo
province_3006,2351,625,142,108,116,168,28,7,Rome
province_3007,3798,1086,142,110,217,76,93,191,Fugan
province_3008,2844,857,142,111,213,159,163,165,Buyeo
province_3009,2289,409,142,112,201,159,163,165,Buyeo
province_3010,2418,832,142,114,102,159,163,165,Buyeo
province_3011,2620,993,142,116,153,159,163,165,Buyeo
province_3012,2943,1239,142,118,165,159,163,165,Buyeo
province_3013,4217,1518,142,123,71,159,163,165,Buyeo
province_3014,4218,1814,142,125,130,159,163,165,Buyeo
province_3015,521,400,142,125,191,159,163,165,Buyeo
province_3016,1408,963,142,137,199,159,163,165,Buyeo
province_3017,987,410,142,137,243,159,163,165,Buyeo
province_3018,1007,579,142,139,96,159,163,165,Buyeo
province_3019,2583,438,142,142,197,159,163,165,Buyeo
province_3020,4193,1906,142,153,80,159,163,165,Buyeo
province_3021,2359,607,142,153,121,168,28,7,Rome
province_3022,2989,676,142,160,168,242,175,109,Persia
province_3023,2459,570,142,162,57,168,28,7,Rome
province_3024,1646,1611,142,163,112,159,163,165,Buyeo
province_3025,2527,608,142,165,95,168,28,7,Rome
province_3026,2980,898,142,176,215,159,163,165,Buyeo
province_3027,2429,337,142,179,212,159,163,165,Buyeo
province_3028,1355,643,142,184,68,159,163,165,Buyeo
province_3029,4078,728,142,199,143,255,255,0,Japan
province_3030,4200,1319,142,200,218,159,163,165,Buyeo
province_3031,3739,871,142,214,58,159,163,165,Buyeo
province_3032,1106,1028,142,221,83,130,175,255,Unknown17
province_3033,2835,1326,142,222,207,159,163,165,Buyeo
province_3034,1127,264,142,229,69,159,163,165,Buyeo
province_3035,1546,565,142,234,132,159,163,165,Buyeo
province_3036,2814,1047,142,234,139,163,118,173,Kush
province_3037,3696,442,142,238,122,159,163,165,Buyeo
province_3038,2946,1561,142,241,225,159,163,165,Buyeo
province_3039,3570,697,143,51,222,159,163,165,Buyeo
province_3040,2929,1101,143,63,65,159,163,165,Buyeo
province_3041,2391,598,143,72,123,168,28,7,Rome
province_3042,2796,1220,143,73,150,159,163,165,Buyeo
province_3043,1328,1453,143,75,190,159,163,165,Buyeo
province_3044,963,606,143,80,64,159,163,165,Buyeo
province_3045,2825,543,143,84,55,159,163,165,Buyeo
province_3046,3960,615,143,89,211,161,130,214,Unknown31
province_3047,2677,1055,143,97,194,159,163,165,Buyeo
province_3048,2967,724,143,107,236,242,175,109,Persia
province_3049,4131,628,143,109,79,159,163,165,Buyeo
province_3050,2775,1247,143,113,149,159,163,165,Buyeo
province_3051,2549,1153,143,121,201,159,163,165,Buyeo
province_3052,1769,1543,143,133,247,159,163,165,Buyeo
province_3053,1189,1011,143,137,169,159,163,165,Buyeo
province_3054,2426,579,143,150,133,168,28,7,Rome
province_3055,3141,213,143,152,98,159,163,165,Buyeo
province_3056,3942,599,143,154,154,156,85,61,Unknown27
province_3057,4043,302,143,155,68,159,163,165,Buyeo
province_3058,852,390,143,167,163,159,163,165,Buyeo
province_3059,1135,650,143,180,143,159,163,165,Buyeo
province_3060,2687,1668,143,185,113,159,163,165,Buyeo
province_3061,2246,646,143,191,231,168,28,7,Rome
province_3062,2229,59,143,197,140,159,163,165,Buyeo
province_3063,2918,607,143,201,229,190,85,69,Roman_Clients
province_3064,2620,2300,143,206,255,159,163,165,Buyeo
province_3065,2541,1388,143,209,134,159,163,165,Buyeo
province_3066,930,765,143,211,220,159,163,165,Buyeo
province_3067,3438,1106,143,226,158,232,197,11,Lambakannas
province_3068,3483,557,143,226,221,158,211,120,Unknown29
province_3069,2660,612,143,235,98,168,28,7,Rome
province_3070,4212,1793,143,248,180,159,163,165,Buyeo
province_3071,1186,1032,143,250,155,159,163,165,Buyeo
province_3072,4635,1844,143,253,121,159,163,165,Buyeo
province_3073,1222,492,143,255,59,159,163,165,Buyeo
province_3074,2763,786,144,57,228,168,28,7,Rome
province_3075,2986,461,144,72,182,159,163,165,Buyeo
province_3076,1176,722,144,76,65,159,163,165,Buyeo
province_3077,1562,1420,144,79,155,159,163,165,Buyeo
province_3078,1318,1159,144,79,220,159,163,165,Buyeo
province_3079,2715,1178,144,81,148,159,163,165,Buyeo
province_3080,2919,574,144,95,231,159,163,165,Buyeo
province_3081,2569,1136,144,102,103,159,163,165,Buyeo
province_3082,4180,1824,144,103,103,159,163,165,Buyeo
province_3083,1001,443,144,109,224,159,163,165,Buyeo
province_3084,1468,148,144,116,216,159,163,165,Buyeo
province_3085,1449,1291,144,119,155,159,163,165,Buyeo
province_3086,2290,782,144,122,85,159,163,165,Buyeo
province_3087,2502,348,144,123,133,159,163,165,Buyeo
province_3088,3433,1087,144,127,69,44,86,133,Cholas
province_3089,2823,452,144,131,107,159,163,165,Buyeo
province_3090,3898,670,144,134,81,222,58,63,Eastern_Han_Empire
province_3091,1349,108,144,139,81,159,163,165,Buyeo
province_3092,3610,1112,144,147,71,159,163,165,Buyeo
province_3093,3389,318,144,149,232,159,163,165,Buyeo
province_3094,2405,497,144,151,199,168,28,7,Rome
province_3095,4206,1837,144,157,121,159,163,165,Buyeo
province_3096,4349,1629,144,169,130,159,163,165,Buyeo
province_3097,3332,774,144,173,115,65,190,187,Unknown4
province_3098,1279,712,144,175,66,159,163,165,Buyeo
province_3099,2756,1339,144,176,57,159,163,165,Buyeo
province_3100,1251,337,144,185,167,159,163,165,Buyeo
province_3101,851,702,144,189,211,159,163,165,Buyeo
province_3102,3490,948,144,193,175,232,9,75,Unknown52
province_3103,134,1396,144,194,166,159,163,165,Buyeo
province_3104,3025,1004,144,202,162,183,207,88,Hadamut
province_3105,1545,374,144,204,80,159,163,165,Buyeo
province_3106,1442,1209,144,209,138,159,163,165,Buyeo
province_3107,3879,1599,144,213,93,159,163,165,Buyeo
province_3108,1458,1758,144,213,131,159,163,165,Buyeo
province_3109,3432,909,144,216,86,216,141,84,Satavahana
province_3110,2360,522,144,239,112,168,28,7,Rome
province_3111,909,499,144,241,229,159,163,165,Buyeo
province_3112,1209,691,144,242,245,159,163,165,Buyeo
province_3113,2589,840,144,243,93,159,163,165,Buyeo
province_3114,1538,1633,144,243,136,159,163,165,Buyeo
province_3115,1378,949,144,244,118,159,163,165,Buyeo
province_3116,3678,1177,144,247,150,159,163,165,Buyeo
province_3117,3604,792,144,255,135,159,163,165,Buyeo
province_3118,2138,1048,145,50,85,159,163,165,Buyeo
province_3119,2448,731,145,52,92,159,163,165,Buyeo
province_3120,3928,835,145,54,162,222,58,63,Eastern_Han_Empire
province_3121,3246,874,145,59,110,65,190,187,Unknown4
province_3122,1850,323,145,68,53,159,163,165,Buyeo
province_3123,3457,832,145,114,75,157,101,216,Unknown28
province_3124,2821,754,145,123,126,168,28,7,Rome
province_3125,2439,547,145,144,193,168,28,7,Rome
province_3126,1355,614,145,145,204,159,163,165,Buyeo
province_3127,1628,225,145,145,231,159,163,165,Buyeo
province_3128,1216,474,145,146,153,159,163,165,Buyeo
province_3129,1539,1151,145,146,231,159,163,165,Buyeo
province_3130,1438,1300,145,155,79,159,163,165,Buyeo
province_3131,3779,1018,145,157,97,159,163,165,Buyeo
province_3132,3944,893,145,159,51,159,163,165,Buyeo
province_3133,3362,906,145,159,253,216,141,84,Satavahana
province_3134,2714,830,145,164,236,168,28,7,Rome
province_3135,2674,514,145,174,199,159,163,165,Buyeo
province_3136,3891,1366,145,190,71,159,163,165,Buyeo
province_3137,2772,782,145,197,134,168,28,7,Rome
province_3138,3899,758,145,210,64,222,58,63,Eastern_Han_Empire
province_3139,2652,488,145,210,185,159,163,165,Buyeo
province_3140,3625,770,145,212,127,159,163,165,Buyeo
province_3141,2576,345,145,213,104,159,163,165,Buyeo
province_3142,2915,978,145,218,245,159,163,165,Buyeo
province_3143,3360,769,145,219,150,65,190,187,Unknown4
province_3144,2437,321,145,222,102,159,163,165,Buyeo
province_3145,1002,683,145,253,187,159,163,165,Buyeo
province_3146,3358,648,146,59,165,222,58,63,Eastern_Han_Empire
province_3147,980,644,146,60,175,159,163,165,Buyeo
province_3148,3300,685,146,71,66,65,190,187,Unknown4
province_3149,1557,2341,146,81,75,159,163,165,Buyeo
province_3150,2564,1191,146,98,97,159,163,165,Buyeo
province_3151,1459,1854,146,98,231,159,163,165,Buyeo
province_3152,1857,164,146,100,130,159,163,165,Buyeo
province_3153,2847,1005,146,109,97,20,125,175,Ethopia
province_3154,1088,735,146,118,73,159,163,165,Buyeo
province_3155,1410,436,146,123,206,159,163,165,Buyeo
province_3156,2257,749,146,127,218,159,163,165,Buyeo
province_3157,2872,1582,146,129,253,159,163,165,Buyeo
province_3158,3802,753,146,139,62,222,58,63,Eastern_Han_Empire
province_3159,2698,412,146,139,90,159,163,165,Buyeo
province_3160,2537,1114,146,152,67,159,163,165,Buyeo
province_3161,2119,1048,146,163,95,159,163,165,Buyeo
province_3162,2999,2223,146,164,212,159,163,165,Buyeo
province_3163,2752,676,146,165,167,168,28,7,Rome
province_3164,2923,443,146,173,183,159,163,165,Buyeo
province_3165,2459,288,146,180,155,159,163,165,Buyeo
province_3166,2770,1200,146,185,193,159,163,165,Buyeo
province_3167,3687,1219,146,191,236,189,216,80,Unknown40
province_3168,4062,796,146,204,181,159,163,165,Buyeo
province_3169,2141,271,146,224,54,159,163,165,Buyeo
province_3170,1297,1391,146,226,163,159,163,165,Buyeo
province_3171,2200,1119,146,233,225,159,163,165,Buyeo
province_3172,4133,653,146,247,199,159,163,165,Buyeo
province_3173,1425,1804,146,249,162,159,163,165,Buyeo
province_3174,1512,512,147,55,216,159,163,165,Buyeo
province_3175,2328,1076,147,57,142,159,163,165,Buyeo
province_3176,1418,601,147,60,72,159,163,165,Buyeo
province_3177,2974,627,147,62,55,190,85,69,Roman_Clients
province_3178,4365,1698,147,67,113,159,163,165,Buyeo
province_3179,2639,1777,147,69,188,159,163,165,Buyeo
province_3180,3198,585,147,76,151,65,190,187,Unknown4
province_3181,1469,603,147,90,56,159,163,165,Buyeo
province_3182,4203,1472,147,91,128,159,163,165,Buyeo
province_3183,3901,1125,147,111,138,159,163,165,Buyeo
province_3184,830,771,147,121,214,159,163,165,Buyeo
province_3185,3662,172,147,131,80,159,163,165,Buyeo
province_3186,2539,1103,147,152,117,159,163,165,Buyeo
province_3187,1177,582,147,159,87,159,163,165,Buyeo
province_3188,1142,673,147,166,154,159,163,165,Buyeo
province_3189,1584,1795,147,177,136,159,163,165,Buyeo
province_3190,3732,892,147,182,114,222,58,63,Eastern_Han_Empire
province_3191,2127,966,147,194,110,159,163,165,Buyeo
province_3192,3518,835,147,197,196,185,183,85,Unknown36
province_3193,2830,1268,147,202,132,159,163,165,Buyeo
province_3194,2166,1844,147,217,173,159,163,165,Buyeo
province_3195,3392,1013,147,220,203,103,140,53,Chutus
province_3196,2881,1350,147,221,175,159,163,165,Buyeo
province_3197,1237,326,147,239,54,159,163,165,Buyeo
province_3198,2445,881,147,240,169,159,163,165,Buyeo
province_3199,4016,1065,147,246,70,159,163,165,Buyeo
province_3200,1036,853,147,249,209,159,163,165,Buyeo
province_3201,3454,859,147,251,52,252,162,98,Unknown56
province_3202,4550,1418,148,61,60,159,163,165,Buyeo
province_3203,3000,1476,148,64,194,159,163,165,Buyeo
province_3204,2817,412,148,69,121,159,163,165,Buyeo
province_3205,2623,555,148,72,85,168,28,7,Rome
province_3206,4756,1528,148,80,132,159,163,165,Buyeo
province_3207,2424,548,148,81,233,168,28,7,Rome
province_3208,3330,906,148,84,132,125,125,195,Unknown14
province_3209,3230,595,148,103,230,65,190,187,Unknown4
province_3210,3052,752,148,105,66,255,197,140,Persia_Clients
province_3211,1053,560,148,105,145,159,163,165,Buyeo
province_3212,3271,458,148,105,169,159,163,165,Buyeo
province_3213,3043,964,148,111,246,159,163,165,Buyeo
province_3214,1807,1465,148,114,172,159,163,165,Buyeo
province_3215,2131,946,148,128,200,159,163,165,Buyeo
province_3216,4095,1281,148,129,81,159,163,165,Buyeo
province_3217,2638,466,148,130,101,159,163,165,Buyeo
province_3218,2587,260,148,134,68,159,163,165,Buyeo
province_3219,2609,1277,148,135,100,159,163,165,Buyeo
province_3220,2566,514,148,150,168,168,28,7,Rome
province_3221,2701,202,148,150,198,159,163,165,Buyeo
province_3222,2994,459,148,156,116,159,163,165,Buyeo
province_3223,3308,626,148,163,255,65,190,187,Unknown4
province_3224,4276,1647,148,165,217,159,163,165,Buyeo
province_3225,3240,631,148,170,98,65,190,187,Unknown4
province_3226,2433,682,148,171,166,168,28,7,Rome
province_3227,2682,610,148,177,121,168,28,7,Rome
province_3228,1128,1022,148,178,238,96,163,52,Unknown9
province_3229,3678,670,148,180,165,222,58,63,Eastern_Han_Empire
province_3230,3019,254,148,181,254,159,163,165,Buyeo
province_3231,2545,1453,148,196,172,159,163,165,Buyeo
province_3232,2721,435,148,203,93,159,163,165,Buyeo
province_3233,1954,640,148,212,132,159,163,165,Buyeo
province_3234,1307,1248,148,213,238,159,163,165,Buyeo
province_3235,3223,794,148,220,214,65,190,187,Unknown4
province_3236,3889,548,148,222,169,159,163,165,Buyeo
province_3237,2595,1738,148,223,55,159,163,165,Buyeo
province_3238,3215,495,148,224,138,159,163,165,Buyeo
province_3239,3129,689,148,224,222,242,175,109,Persia
province_3240,2760,1295,148,226,224,159,163,165,Buyeo
province_3241,3041,327,148,248,219,159,163,165,Buyeo
province_3242,1154,943,148,252,51,139,204,130,Maya
province_3243,3669,951,149,66,55,159,163,165,Buyeo
province_3244,2414,450,149,66,158,159,163,165,Buyeo
province_3245,1463,1514,149,70,104,159,163,165,Buyeo
province_3246,887,606,149,78,234,159,163,165,Buyeo
province_3247,2194,992,149,84,79,159,163,165,Buyeo
province_3248,1281,1171,149,85,98,159,163,165,Buyeo
province_3249,2508,583,149,86,140,168,28,7,Rome
province_3250,1376,1413,149,95,125,159,163,165,Buyeo
province_3251,4795,1523,149,96,128,159,163,165,Buyeo
province_3252,1335,1330,149,110,205,159,163,165,Buyeo
province_3253,3526,889,149,111,205,242,89,144,Unknown55
province_3254,2427,478,149,116,63,168,28,7,Rome
province_3255,1399,1568,149,117,149,159,163,165,Buyeo
province_3256,4408,1414,149,118,77,159,163,165,Buyeo
province_3257,1453,1831,149,122,211,159,163,165,Buyeo
province_3258,779,649,149,128,183,159,163,165,Buyeo
province_3259,4626,1511,149,135,187,159,163,165,Buyeo
province_3260,2931,424,149,151,118,159,163,165,Buyeo
province_3261,3312,718,149,163,136,226,114,91,Unknown51
province_3262,3373,757,149,166,189,159,163,165,Buyeo
province_3263,2466,1092,149,170,191,159,163,165,Buyeo
province_3264,2463,446,149,176,157,159,163,165,Buyeo
province_3265,3812,804,149,176,237,222,58,63,Eastern_Han_Empire
province_3266,2264,1505,149,178,98,159,163,165,Buyeo
province_3267,2530,508,149,180,212,168,28,7,Rome
province_3268,2889,385,149,190,176,159,163,165,Buyeo
province_3269,3462,466,149,192,77,158,211,120,Unknown29
province_3270,796,268,149,207,63,159,163,165,Buyeo
province_3271,2498,572,149,223,51,168,28,7,Rome
province_3272,1127,472,149,235,166,159,163,165,Buyeo
province_3273,2501,1223,149,239,234,159,163,165,Buyeo
province_3274,1456,605,149,239,250,159,163,165,Buyeo
province_3275,3648,534,149,244,128,158,211,120,Unknown29
province_3276,243,944,149,245,240,159,163,165,Buyeo
province_3277,1801,1390,149,251,165,159,163,165,Buyeo
province_3278,3469,858,150,56,57,242,89,144,Unknown55
province_3279,2593,592,150,57,109,168,28,7,Rome
province_3280,3460,883,150,61,176,216,141,84,Satavahana
province_3281,2478,1224,150,62,67,159,163,165,Buyeo
province_3282,1448,1420,150,67,168,159,163,165,Buyeo
province_3283,2545,508,150,70,52,168,28,7,Rome
province_3284,2186,870,150,102,236,159,163,165,Buyeo
province_3285,3919,770,150,107,194,222,58,63,Eastern_Han_Empire
province_3286,2573,533,150,111,127,168,28,7,Rome
province_3287,2162,812,150,114,206,159,163,165,Buyeo
province_3288,1726,1319,150,122,171,159,163,165,Buyeo
province_3289,3989,659,150,124,187,255,166,83,Ye
province_3290,4151,1787,150,125,181,159,163,165,Buyeo
province_3291,1405,1475,150,133,122,159,163,165,Buyeo
province_3292,2365,603,150,141,193,168,28,7,Rome
province_3293,2437,1135,150,144,144,159,163,165,Buyeo
province_3294,1012,931,150,154,50,159,163,165,Buyeo
province_3295,1509,1295,150,155,125,159,163,165,Buyeo
province_3296,2262,902,150,158,228,159,163,165,Buyeo
province_3297,2850,1259,150,180,111,159,163,165,Buyeo
province_3298,2709,1731,150,182,195,159,163,165,Buyeo
province_3299,1653,1728,150,187,89,159,163,165,Buyeo
province_3300,2540,814,150,189,202,159,163,165,Buyeo
province_3301,2758,1608,150,208,121,159,163,165,Buyeo
province_3302,2308,582,150,215,122,168,28,7,Rome
province_3303,977,812,150,216,101,159,163,165,Buyeo
province_3304,2810,392,150,217,118,159,163,165,Buyeo
province_3305,948,891,150,219,102,159,163,165,Buyeo
province_3306,1413,625,150,221,170,159,163,165,Buyeo
province_3307,3349,1844,150,234,223,159,163,165,Buyeo
province_3308,4308,1336,150,244,152,159,163,165,Buyeo
province_3309,2431,553,150,255,105,168,28,7,Rome
province_3310,1620,1525,151,58,166,159,163,165,Buyeo
province_3311,3260,762,151,62,237,65,190,187,Unknown4
province_3312,3007,414,151,64,232,159,163,165,Buyeo
province_3313,2852,641,151,67,129,168,28,7,Rome
province_3314,2412,712,151,73,166,159,163,165,Buyeo
province_3315,2469,618,151,79,177,168,28,7,Rome
province_3316,3324,695,151,88,202,226,114,91,Unknown51
province_3317,2103,188,151,94,115,159,163,165,Buyeo
province_3318,2868,1065,151,94,179,20,125,175,Ethopia
province_3319,4399,1967,151,95,136,159,163,165,Buyeo
province_3320,1764,1604,151,102,106,159,163,165,Buyeo
province_3321,2520,462,151,107,110,159,163,165,Buyeo
province_3322,1233,780,151,116,139,159,163,165,Buyeo
province_3323,2362,493,151,123,127,168,28,7,Rome
